ident,name,coordinates,iso_country,iata_code
TA56,Blue Mountain Airport,"-103.9540024, 30.55319977",US,
TA57,Texas Valley Air Field,"-96.99250031, 31.62380028",US,
TA58,Rancho Ecantado Airport,"-99.44999695, 28.32139969",US,
TA59,Flamingo Airfield,"-98.28949738, 33.09930038",US,
TA60,Hurn Airport,"-96.77940369, 32.39429855",US,
TA61,Kay Ranch Airport,"-95.165802, 32.4734993",US,
TA62,Emergency-1 Houston Center Heliport,"-95.36239624, 29.75659943",US,
TA63,Flattop Ridge Airport,"-98.11090088, 30.82290077",US,
TA64,Persimmon Gap Ranch Airport,"-103.15, 29.700917",US,
TA65,Sportsman's World Airport,"-98.47869873, 32.82120132",US,
TA66,Freedom Springs Ranch Airport,"-98.86000061, 29.71409988",US,
TA67,Biggin Hill Airport,"-102.0670013, 33.74840164",US,
TA68,Hhi-Sabine Heliport,"-93.91290283, 29.71409988",US,
TA69,Lupton Farms Heliport,"-96.58360291, 32.81679916",US,
TA70,W J E Airport,"-95.89749908, 31.78350067",US,
TA71,Terrell Community Hospital Heliport,"-96.27890015, 32.70930099",US,
TA72,Hillcrest Baptist Medical Center Heliport,"-97.17949677, 31.55290031",US,
TA73,Barclay's Roost Airport,"-99.16840363, 29.97470093",US,
TA74,Amoco Heliport,"-95.19020081, 29.23139954",US,
TA75,Cotton Patch Airport,"-97.10500336, 30.3871994",US,
TA76,Reddington Building Heliport,"-106.4369965, 31.78619957",US,
TA77,Cottonpatch Aerodrome,"-96.89890289, 33.14929962",US,
TA78,Putty Ranch Airport,"-98.06140137, 31.97240067",US,
TA79,University Medical Center Heliport,"-101.8899994, 33.63949966",US,
TA80,U U Ranch Airport,"-96.92810059, 33.89319992",US,
TA81,Tyra Ranch Airport,"-100.8789978, 29.79380035",US,
TA82,R & J Livestock County Airport,"-99.52700043, 29.02440071",US,
TA83,Short Field,"-97.19219971, 32.53990173",US,
TA84,Miller Ranch Airport,"-99.93319702, 28.35499954",US,
TA85,Chambers Airport,"-96.23220062, 33.32320023",US,
TA86,Dennis's Flying Farm Airport,"-95.93499756, 32.60599899",US,
TA87,Carter-Norman Airport,"-97.54810333, 33.10739899",US,
TA88,Premier Aviation Inc Heliport,"-97.0503006, 32.70009995",US,
TA89,Vaughan Ranch Airport,"-98.8003006, 31.5237999",US,
TA90,Green Acres Airport,"-95.81800079, 29.97470093",US,
TA91,Childress Regional Medical Center Heliport,"-100.2180023, 34.44440079",US,
TA92,Rowan Heliport,"-95.28690338, 29.63080025",US,
TA93,Lm Ranch Airport,"-96.7335968, 33.63330078",US,
TA94,Creech Heliport,"-96.55750275, 32.71120071",US,
TA95,Houston Northwest Medical Center Heliport,"-95.44239807, 30.0177002",US,
TA96,Helicopter Express Heliport,"-95.54489899, 30.09519958",US,
TA97,White Wing Ranch Airport,"-95.96880341, 29.63750076",US,
TA98,Chevron Chemical County Heliport,"-94.92299652, 29.82159996",US,
TA99,Bell Helicopter Plant-3 Heliport,"-97.21700287, 32.79180145",US,
TAPA,V.C. Bird International Airport,"-61.792702, 17.1367",AG,ANU
TAPH,Codrington Airport,"-61.828602, 17.635799",AG,BBQ
TAPT,Coco Point Lodge Airstrip,"-61.765301, 17.555599",AG,
TBE,Timbunke Airport,"143.519222, -4.196633",PG,TBE
TBPB,Sir Grantley Adams International Airport,"-59.49250031, 13.07460022",BB,BGI
TBPO,Bridgetown Heliport,"-59.618611, 13.095833",BB,
TBQ,Tarabo Airport,"145.5322222, -6.466666667",PG,TBQ
TBV,Tabal Airstrip,"171.1615, 8.3027",MH,TBV
TC-0001,Harold Charles International Airport,"-71.637168, 21.302649",TC,
TC-0002,Harold Charles International Airport,"-71.637168, 21.302649",TC,
TCK,Tinboli Airport,"143.3838, -4.0949",PG,TCK
TCT,Takotna Airport,"-156.0679932, 62.99269867",US,TCT
TCYT,Crystal Brook Airport,"144.4499969, -17.45000076",AU,
TD-0001,Aozou Airstrip,"17.696527, 22.645195",TD,
TDB,Tetebedi Airport,"148.0686, -9.1586",PG,TDB
TDCF,Canefield Airport,"-61.39220047, 15.33670044",DM,DCF
TDPD,Melville Hall Airport,"-61.29999924, 15.54699993",DM,DOM
TDS,Sasereme Airport,"142.868, -7.6217",PG,TDS
TE00,Coastal Bend Hospital Heliport,"-97.15920258, 27.91340065",US,
TE01,Dillard Ranch Airport,"-95.79660034, 31.30489922",US,
TE02,Aresti Aerodrome,"-97.56030273, 32.47069931",US,
TE03,Huntsville Memorial Hospital Heliport,"-95.55799866, 30.69739914",US,
TE04,Split B Ranch Airport,"-100.2850037, 35.70249939",US,
TE05,MX Ranch Heliport,"-96.68694305, 32.37916565",US,
TE06,Casey Field,"-96.31690216, 33.37929916",US,
TE07,Gulf Coast Medical Center Heliport,"-96.11720276, 29.34440041",US,
TE08,Flying W Airport,"-100.1600037, 32.14960098",US,
TE09,Minard Pegasus Airport,"-95.27600098, 29.33189964",US,
TE10,Pierce Airport,"-98.22810364, 33.81539917",US,
TE11,Life Flight/Refuel Heliport,"-95.43769836, 29.56970024",US,
TE12,Cleveland Airport,"-98.18360138, 29.30019951",US,
TE13,Weiblen Airport,"-98.88749695, 29.40019989",US,
TE14,Winns Heliport,"-97.95999908, 30.40130043",US,
TE15,M & M Land Company Airport,"-99.63259888, 30.89100075",US,
TE16,Cow Pasture Airport,"-97.297236, 32.250425",US,
TE17,Heathrow Airport,"-97.14689636, 31.43910027",US,
TE18,Mother Frances Hospital Heliport,"-95.28990173, 32.50930023",US,
TE19,Tyler County Hospital Heliport,"-94.42829895, 30.77630043",US,
TE20,Putman Heliport,"-96.53690338, 33.02259827",US,
TE21,Lobo Mountain Ranch Airport,"-99.08640289, 29.65130043",US,
TE22,Texas Scottish Rite Hospital For Children Heliport,"-96.80000305, 32.79999924",US,
TE23,Santa Rosa Northwest Hospital Heliport,"-98.58860016, 29.51110077",US,
TE24,Horseshoe Lake Airport,"-97.20529938, 33.39319992",US,
TE25,Texas Dept of Public Safety Heliport,"-97.09190369, 31.64019966",US,
TE26,Arrow 'S' Ranch Airport,"-98.34999847, 28.78359985",US,
TE27,Harrison Piloncillo Ranch Airport,"-99.59919739, 28.25440025",US,
TE28,Shell Deer Park Refinery Heliport,"-95.12509918, 29.71299934",US,
TE29,La Esperanza Ranch Airport,"-99.57420349, 28.07309914",US,
TE30,Harris Hospital Heliport,"-97.33809662, 32.73680115",US,
TE31,Mc David Pontiac Company Heliport,"-97, 32.83620071",US,
TE32,Rancho Blanco Airport,"-99.48139954, 27.30859947",US,
TE33,Eagles Nest Gliderport,"-102.1839981, 31.68350029",US,
TE34,Reb Folbre's Place Airport,"-97.97280121, 32.76259995",US,
TE35,Mc Coy Bldg Sup 16 Heliport,"-98.14689636, 29.69470024",US,
TE36,Gerum Farm Airport,"-97.18470001, 29.39189911",US,
TE37,Canyon Ranch Airport,"-100.4509964, 30.26910019",US,
TE38,Loghouse /Stol/ STOLport,"-94.90940094, 30.59269905",US,
TE39,Bucker Field,"-97.27339935, 33.44319916",US,
TE40,Caselman Ranch Airport,"-98.82620239, 32.67480087",US,
TE41,Montgomery Co Law Enforcement Cntr Heliport,"-95.45300293, 30.33519936",US,
TE42,D.F.C.H. Heliport,"-97.38469696, 27.74860001",US,
TE43,Parkland Health & Hospital System Heliport,"-96.83950043, 32.80979919",US,
TE44,My Heliport,"-94.85579681, 30.10630035",US,
TE45,Buffalo Chips Airpark,"-97.46530151, 32.46989822",US,
TE46,Memorial Hospital Heliport,"-97.79689789, 28.3064003",US,
TE47,Cross Wind Acres Airport,"-97.31780243, 32.20899963",US,
TE48,King's Ranch Airport,"-98.0428009, 31.04490089",US,
TE49,H.S.I. Heliport,"-95.55780029, 30.06100082",US,
TE50,Hirok Airport,"-96.9661026, 32.1731987",US,
TE51,Lackorn Airport,"-97.83499908, 29.53910065",US,
TE52,Chigger Field,"-97.58860016, 32.5359993",US,
TE53,Spring Branch Memorial Hospital Heliport,"-95.50800323, 29.80489922",US,
TE54,Alba-Golden Heliport,"-95.56469727, 32.72940063",US,
TE55,Flyin Armadillo Airport,"-98.19059753, 33.42169952",US,
TE56,11 Tv Dallas Heliport,"-96.7071991, 32.88510132",US,
TE57,Haass Field,"-99.12280273, 29.44479942",US,
TE58,Bird Dog Airfield,"-97.34169769, 33.3064003",US,
TE59,Holler Heliport,"-98.363333, 29.813333",US,
TE60,Mckenna Memorial Hospital Heliport,"-98.12419891, 29.71640015",US,
TE61,Wolf Point Heliport,"-96.40920258, 28.71319962",US,
TE62,High Man Tower Airstrip,"-97.68229675, 27.85429955",US,
TE63,Arrowhead Ranch Airport,"-98.55280304, 28.24609947",US,
TE64,Yoakum Community Hospital Heliport,"-97.13829803, 29.31310081",US,
TE65,Nrh Fire Department Heliport,"-97.23000336, 32.85919952",US,
TE66,Lmc Heliport,"-96.63269806, 33.2140007",US,
TE67,Cibolo Sea-Willo Airpark,"-98.13169861, 29.42910004",US,
TE68,Nuggs Flying M Airport,"-96.65989685, 33.74409866",US,
TE69,Polly Ryon Memorial Hospital Heliport,"-95.77079773, 29.57559967",US,
TE70,Palmer Field,"-97.31700134, 33.19869995",US,
TE71,Ghsa-Wallis Glideport Gliderport,"-96.0279007, 29.61109924",US,
TE72,Haven Field,"-96.84020233, 32.32709885",US,
TE73,Griffith Ranch Airport,"-94.35410309, 29.85849953",US,
TE74,Bucker Field,"-95.86689758, 32.95360184",US,
TE75,Lexington Airfield,"-96.96669769, 30.41250038",US,
TE76,Vance Field,"-97.68219757, 33.36830139",US,
TE77,Clover Lake Farms Airport,"-95.47669983, 29.2336998",US,
TE78,Fossil Creek Ranch Airport,"-99.97450256, 29.56870079",US,
TE79,Hig Heliport,"-96.9292984, 32.99570084",US,
TE80,Medical Center of Arlington Heliport,"-97.11109924, 32.69219971",US,
TE81,Smither Field,"-97.09279633, 33.30970001",US,
TE82,5-State Heliport,"-96.36750031, 32.93859863",US,
TE83,Westwind Ranch Airport,"-99.75610352, 28.92079926",US,
TE84,Mockingbird Hill Airport,"-97.47530365, 31.46520042",US,
TE85,Marmack Airport,"-95.66130066, 30.34219933",US,
TE86,Heritage Airfield,"-98.1128006, 29.44440079",US,
TE87,Magee Airport,"-97.32029724, 27.91580009",US,
TE88,Bb Airpark,"-95.45939636, 29.35689926",US,
TE89,Verhalen Airport,"-94.23609924, 32.53770065",US,
TE90,Flying L Airport,"-99.15249634, 29.75889969",US,
TE91,Harrison Farm Airport,"-95.08280182, 32.03929901",US,
TE92,Wales Air Field,"-97.37090302, 31.59440041",US,
TE93,Staggs Heliport,"-97.73999786, 32.77180099",US,
TE94,Starflight Facility Heliport,"-97.65670013, 30.32139969",US,
TE95,Deiterich Ranch Airport,"-98.146698, 30.75329971",US,
TE96,Crosswinds Airfield,"-97.41249847, 30.43320084",US,
TE97,Cameron Ranch Airport,"-98.95829773, 30.18779945",US,
TE98,Frio Regional Hospital Heliport,"-99.11720276, 28.89719963",US,
TE99,Barnstormer Airport,"-97.25370026, 32.02149963",US,
TEO,Terapo Airport,"146.1944444, -8.169722222",PG,TEO
TF-0001,Tromelin Island Airstrip,"54.52222222, -15.89166667",TF,
TF-0002,Juan de Nova Airstrip,"42.7193, -17.05396",TF,
TF8,Tinley Park Helistop,"-87.80580139, 41.55920029",US,
TFB,Tifalmin Airport,"141.419, -5.1173",PG,TFB
TFFA,La Désirade Airport,"-61.08440018, 16.2968998",GP,DSD
TFFB,Baillif Airport,"-61.74219894, 16.01329994",GP,BBR
TFFC,St-François Airport,"-61.26250076, 16.25779915",GP,SFC
TFFF,Martinique Aimé Césaire International Airport,"-61.00320053, 14.5909996",MQ,FDF
TFFG,L'Espérance Airport,"-63.04719925, 18.09989929",MF,SFG
TFFJ,Gustaf III Airport,"-62.84360123, 17.90439987",BL,SBH
TFFM,Les Bases Airport,"-61.27000046, 15.86870003",GP,GBJ
TFFR,Pointe-à-Pitre Le Raizet,"-61.53179932, 16.26530075",GP,PTP
TFFS,Terre-de-Haut Airport,"-61.58060074, 15.86439991",GP,LSS
TFY,Tarfaya Airport,"-12.9166, 27.9487",MA,TFY
TGL,Tagula Airport,"153.2029167, -11.33111111",PG,TGL
TGPY,Point Salines International Airport,"-61.78620148, 12.00419998",GD,GND
TGPZ,Lauriston Airport,"-61.47280121, 12.47609997",GD,CRU
TH-0001,Eastern Flying Club,"100.9328556, 12.90171424",TH,
TH-0002,Eastern Flying Club,"100.9328556, 12.90171424",TH,
TH-0003,Klong 15 Airfield,"100.9477687, 14.11387315",TH,
TH-0004,Prachom Klao Airfield,"101.3371181, 14.16360345",TH,
TIG,Tingwon Airport,"149.7107, -2.6053",PG,TIG
TIST,Cyril E. King Airport,"-64.9733963, 18.33729935",VI,STT
TISX,Henry E Rohlsen Airport,"-64.79859924, 17.70190048",VI,STX
TJ-0001,Dzhirgatal Airport,"71.21499634, 39.22999954",TJ,
TJ-0002,Dusti Airfield,"68.68399811, 37.36999893",TJ,
TJ-0003,Ayni Airport,"68.52277778, 39.40555556",TJ,
TJ-0004,Penjikent Airport,"67.60555556, 39.48222222",TJ,
TJ-0005,Garm Airport,"70.29027778, 39.00388889",TJ,
TJ-UT44,Murghab Airport,"74.02469635, 38.19039917",TJ,
TJ-UT45,Gissar Air Base,"68.67250061, 38.51229858",TJ,
TJ-UT46,Farkhor Air Base,"69.38079834, 37.46979904",TJ,
TJAB,Antonio Nery Juarbe Pol Airport,"-66.6753006, 18.45000076",PR,ARE
TJBQ,Rafael Hernandez Airport,"-67.12940216, 18.49489975",PR,BQN
TJCG,Vieques Airport,"-65.42269897, 18.11580086",PR,VQS
TJCP,Benjamin Rivera Noriega Airport,"-65.304324, 18.313289",PR,CPX
TJFA,Diego Jimenez Torres Airport,"-65.66190338, 18.30890083",PR,FAJ
TJIG,Fernando Luis Ribas Dominicci Airport,"-66.09809875, 18.45680046",PR,SIG
TJMZ,Eugenio Maria De Hostos Airport,"-67.14849854, 18.25569916",PR,MAZ
TJPS,Mercedita Airport,"-66.56300354, 18.00830078",PR,PSE
TJRV,Jose Aponte de la Torre Airport,"-65.6434021, 18.24530029",PR,
TJSJ,Luis Munoz Marin International Airport,"-66.00180054, 18.43939972",PR,SJU
TJVQ,Antonio Rivera Rodriguez Airport,"-65.49359894, 18.13479996",PR,VQS
TKE,Tenakee Seaplane Base,"-135.2180023, 57.77970123",US,
TKL,Taku Lodge Seaplane Base,"-133.9429932, 58.48970032",US,TKL
TKPK,Robert L. Bradshaw International Airport,"-62.71870041, 17.31119919",KN,SKB
TKPN,Vance W. Amory International Airport,"-62.58990097, 17.20569992",KN,NEV
TLP,Tumolbil Airport,"141.0133, -4.7748",PG,TLP
TLPC,George F. L. Charles Airport,"-60.992901, 14.0202",LC,SLU
TLPL,Hewanorra International Airport,"-60.952599, 13.7332",LC,UVF
TLT,Tuluksak Airport,"-160.9689941, 61.09680176",US,TLT
TM-0001,Bekdash Airport,"52.61299896, 41.54700089",TM,
TM-0002,Dzhebel Air Base,"54.20000076, 39.68000031",TM,
TM-0003,Gyaurs Airfield,"58.79000092, 37.85499954",TM,
TM-0004,Kizyl Atrek Northwest Airport,"54.67987776, 37.74894979",TM,
TM-0005,Kizyl Atrek West Airport,"54.75131035, 37.65292451",TM,
TM-UT50,Saraghs Southeast Airport,"61.26649857, 36.4919014",TM,
TM-UT51,Kerki Airport,"65.21250153, 37.80899811",TM,
TM-UT52,Mary North Airport,"61.82699966, 37.66429901",TM,
TM-UT55,Kizyl-Arvat Airport,"56.35699844, 38.98419952",TM,
TM-UT56,Gaurdak Airport,"65.96549988, 37.80590057",TM,
TM-UT58,Kala-I-Mor Airport,"62.55479813, 35.66289902",TM,
TMJG,Aeropuerto Internacional Islas Michael,"-66.88476563, 16.21467459",PR,
TN-0001,La Karouba Air Base,"9.82906723, 37.24740601",TN,
TN-0002,Enfidha - Hammamet International Airport,"10.438611, 36.075833",TN,NBE
TN00,Northcrest Medical Center Heliport,"-86.88500214, 36.47750092",US,
TN01,Ray Airport,"-89.81950378, 35.34730148",US,
TN02,Tva Watts Bar Nuclear Plant Heliport,"-87.7960968, 35.60089874",US,
TN03,Memorial Health Care System Heliport,"-85.25830078, 35.0442009",US,
TN04,Bristol Regional Medical Center Heliport,"-82.25740051, 36.58679962",US,
TN05,Jackson-Madison County General Hospital Heliport,"-88.83200073, 35.63560104",US,
TN06,Grace Heliport,"-86.37969971, 35.84669876",US,
TN07,Hawk Haven Airfield,"-86.60639954, 35.68719864",US,
TN08,Oliver Springs Inc Airport,"-84.30690002, 36.03760147",US,
TN09,Fergusons Flying Circus Airport,"-84.41100311, 35.7140007",US,
TN10,Lake View Airport,"-83.77880096, 36.3390007",US,
TN11,Cantwell Airport,"-83.25550079, 36.50149918",US,
TN12,Hudgin Air Airport,"-86.68000031, 35.47359848",US,
TN13,Barret Airport,"-89.76670074, 35.37509918",US,
TN14,T-Top Airfield,"-86.63580322, 35.68970108",US,
TN15,Bedford Hospital Heliport,"-86.47329712, 35.49309921",US,
TN16,Huntingdon Airport,"-88.4611969, 35.99449921",US,
TN17,Vintage Field,"-84.48799896, 35.58229828",US,
TN18,Richardson Strip,"-89.66670227, 35.20429993",US,
TN19,Roane Medical Center Heliport,"-84.55079651, 35.96289825",US,
TN20,"Seymour Air Park, Inc. Airport","-83.77459717, 35.8117981",US,
TN21,Palmer Village-Napier Lake STOLport,"-87.50610352, 35.44760132",US,
TN22,Hickman County Health Services Heliport,"-87.46360016, 35.78219986",US,
TN23,Titan Field,"-87.32189941, 36.49440002",US,
TN24,Spencer Field,"-85.96250153, 35.38759995",US,
TN25,Methodist Hospital Central Heliport,"-90.0184021, 35.13679886",US,
TN26,Baptist Hospital Heliport,"-90.03089905, 35.13899994",US,
TN27,Methodist Hospital Heliport,"-89.3526001, 35.23540115",US,
TN28,Anderson-Tully County Heliport,"-90.04450226, 35.17539978",US,
TN29,67 Madison Ave Partnership Ltd Heliport,"-90.0542984, 35.13729858",US,
TN30,Cub Haven Airport,"-84.51000214, 35.54719925",US,
TN31,Cookeville General Heliport,"-85.50830078, 36.17010117",US,
TN32,Loudon Justice Center Heliport,"-84.31310272, 35.77080154",US,
TN33,Tennessee Army & Air National Guard Heliport,"-86.75830078, 36.10169983",US,
TN34,St Thomas Hospital Heliport,"-86.84359741, 36.12919998",US,
TN35,Vanderbilt University Medical Center Heliport,"-86.80280304, 36.14139938",US,
TN36,Flying I Ranch Airport,"-89.55120087, 35.76200104",US,
TN37,Anderson Airport,"-89.02230072, 35.40420151",US,
TN38,Rutledge Field,"-86.26689911, 35.37189865",US,
TN39,Amacher Strip,"-86.23670197, 35.30559921",US,
TN40,Jellico Hospital Heliport,"-84.12969971, 36.57389832",US,
TN41,100 Aker Wood Airport,"-84.76529694, 35.77280045",US,
TN42,Whitwell Medical Center Heliport,"-85.51940155, 35.20289993",US,
TN43,Isle-A-Port STOLport,"-90.11399841, 35.09590149",US,
TN44,Deerfield Resort Airport,"-84.0121994, 36.34669876",US,
TN45,Cumberland River Hospital Heliport,"-85.50050354, 36.54449844",US,
TN46,Henry County Medical Center Heliport,"-88.30280304, 36.29589844",US,
TN47,Needham's Airport,"-89.74120331, 35.28900146",US,
TN48,Turner Field,"-88.65370178, 36.27759933",US,
TN49,Colony Park Heliport,"-83.99069977, 35.94979858",US,
TN50,Indian Hill Farm Airport,"-85.65080261, 34.99150085",US,
TN51,Aydelotte STOLport,"-86.97640228, 36.64279938",US,
TN52,King Airport,"-86.08110046, 35.13809967",US,
TN53,Parr Field,"-87.44830322, 36.55590057",US,
TN54,Tan Rara Heliport,"-84.11239624, 35.88259888",US,
TN55,Ginny 'B' Heliport,"-86.65470123, 36.0931015",US,
TN56,Carey Airport,"-85.11389923, 36.07229996",US,
TN57,Air Trade Center Heliport,"-82.29360199, 36.43249893",US,
TN58,Parsons Field,"-89.65650177, 35.39170074",US,
TN59,Vertiflite Heliport,"-84.02490234, 35.76259995",US,
TN60,Wsmv-Tv Heliport,"-87.86199951, 36.14120102",US,
TN61,Ranger Heliport,"-89.86840057, 35.2018013",US,
TN62,Mc Afee Stol Patch STOLport,"-82.39150238, 36.37229919",US,
TN64,West Wind Airpark,"-84.53279877, 35.5442009",US,
TN65,Long Meadow Airstrip,"-86.48529816, 35.66640091",US,
TN66,Austin Field,"-85.04720306, 35.74449921",US,
TN67,Myers-Smith Airport,"-86.12860107, 35.2478981",US,
TN68,Gibson STOLport,"-86.54669952, 35.76869965",US,
TN69,Methodist Lebonheur Healthcare Heliport,"-89.80719757, 35.08919907",US,
TN70,Burkeen Field,"-89.70259857, 35.02619934",US,
TN71,Cox Farm Airport,"-84.34159851, 35.79449844",US,
TN72,King Airport,"-83.48179626, 35.84590149",US,
TN73,Doc Jones Field,"-86.95939636, 36.32339859",US,
TN74,Will A Hildreth Farm Airport,"-84.31939697, 35.80009842",US,
TN75,Rhea Medical Center Heliport,"-85.01660156, 35.50009918",US,
TN76,Mobley-Wood Heliport,"-88.29589844, 36.3083992",US,
TN77,Whifferdill Airport,"-87.15070343, 36.32180023",US,
TN78,Sequoyah Nuclear Plant Heliport,"-85.08799744, 35.23310089",US,
TN79,Oakley Airport,"-86.95970154, 36.17229843",US,
TN80,Schiff Airport,"-85.42639923, 36.23339844",US,
TN81,Shultz Airport,"-86.81359863, 35.74890137",US,
TN83,Cedar Glade Aerodrome,"-86.27500153, 35.72230148",US,
TN84,Mc Gavock Heliport,"-86.67919922, 36.20840073",US,
TN85,Hogue Airport,"-85.39720154, 35.63899994",US,
TN86,Walden Ridge Airport,"-84.76329803, 35.79869843",US,
TN87,Montvale Airpark,"-83.99880219, 35.69260025",US,
TN88,White County Community Hospital Heliport,"-85.47810364, 35.94940186",US,
TN89,Matthews Airport,"-85.45269775, 35.25839996",US,
TN90,Mathews Heliport,"-85.26499939, 35.16939926",US,
TN91,Johnson City Medical Center Heliport,"-82.38559723, 36.30830002",US,
TN92,Metrocenter Heliport,"-86.8082962, 36.19169998",US,
TN93,Cotton Patch Airport,"-89.02919769, 35.28229904",US,
TN94,Robertson Farm Airport,"-84.07440186, 36.00109863",US,
TN95,Tva Heliport,"-82.3832016, 36.3083992",US,
TN96,Fall Creek Field,"-86.35829926, 36.04119873",US,
TN97,Triune Airfield,"-86.61219788, 35.80690002",US,
TN98,Sky Ranch Airport,"-83.95770264, 35.88560104",US,
TN99,Pensinger Airport,"-82.76059723, 36.29639816",US,
TNCA,Queen Beatrix International Airport,"-70.01519775, 12.50139999",AW,AUA
TNCB,Flamingo International Airport,"-68.26850128, 12.13099957",BQ,BON
TNCC,Hato International Airport,"-68.95980072, 12.18889999",CW,CUR
TNCE,F. D. Roosevelt Airport,"-62.97940063, 17.49650002",BQ,EUX
TNCM,Princess Juliana International Airport,"-63.10889816, 18.04100037",SX,SXM
TNCS,Juancho E. Yrausquin Airport,"-63.22000122, 17.64500046",BQ,SAB
TNW,Jumandy Airport,"-77.5736, -1.0626",EC,TNW
TPO,Port Alsworth Airport,"-154.3190002, 60.20429993",US,PTA
TQPF,Wallblake Airport,"-63.05509949, 18.20479965",AI,AXA
TR-0001,Akhisar TSA Airfield,"27.85250092, 38.97710037",TR,
TR-0002,Divriği Airport,"38.09181976, 39.33166504",TR,
TR-0003,Kocaeli Köseköy Airfield,"30.00671959, 40.76123428",TR,
TR-0004,Temelli Air Base,"32.37863922, 39.73885727",TR,
TR-0005,Tuzla Air Base,"29.33512688, 40.82264328",TR,
TR-0006,Ankara BB Helipad,"32.83842468, 39.93946457",TR,
TR-0007,Atatürk Hospital Helipad,"32.7599144, 39.90193939",TR,
TR-0008,Bozcaada Airport,"25.99510574, 39.83784485",TR,
TR-0009,Çardak Highway Strip,"29.63786316, 37.828125",TR,
TR-0010,Denizli Helipad,"29.0801239, 37.76210785",TR,
TR-0011,Diyarbakır Northwest Airport,"39.95493698, 38.01278305",TR,
TR-0012,Alaçatı Airport,"26.42499924, 38.24319839",TR,
TR-0013,Konya West Airport,"32.45678902, 37.8596926",TR,
TR-0014,Aksaray Airport,"33.80754852, 38.31573486",TR,
TR-0015,Boranköy Air Base,"38.36515903, 38.46894571",TR,
TR-0016,Balıkesir Manyas Airfield,"27.93894005, 40.11502075",TR,
TR-0017,Bingöl Çeltiksuyu Airport,"40.59596252, 38.85926056",TR,BGG
TR-0018,Bolu Air Base,"31.65006638, 40.74797058",TR,
TR-0019,Edirne Airport,"26.73939323, 41.71671677",TR,
TR-0020,Çanakkale Çan Airfield,"27.03680038, 39.98899841",TR,
TR-0021,Çukurhisar Airport,"30.96800041, 39.84389877",TR,
